CustomerID,FavoriteCategory,Gender,AgeGroup,Region,Recency,Frequency,Monetary
CUST00444,Beauty,Male,36-50,Medan,53,22,57580033
CUST00445,Electronics,Female,26-35,Bandung,53,23,51570648
CUST00446,Beauty,Female,26-35,Medan,26,32,91181719
CUST00447,Fashion,Female,18-25,Bandung,11,23,52730017
CUST00448,Electronics,Female,18-25,Yogyakarta,30,22,58817364
CUST00449,Electronics,Male,18-25,Surabaya,26,31,93912762
CUST00450,Home,Male,26-35,Yogyakarta,10,34,95178997
CUST00451,Electronics,Female,18-25,Bandung,1,28,68901174
CUST00452,Beauty,Female,>50,Bandung,13,22,48855529
CUST00453,Beauty,Male,26-35,Bandung,12,25,65461415
CUST00454,Beauty,Female,26-35,Denpasar,67,26,65132367
CUST00455,Sport,Male,26-35,Jakarta,19,29,66976285
CUST00456,Home,Female,18-25,Surabaya,5,21,46081706
CUST00457,Beauty,Male,26-35,Yogyakarta,129,27,66138667
CUST00458,Beauty,Female,26-35,Yogyakarta,35,28,59036574
CUST00459,Beauty,Male,26-35,Medan,18,25,54032844
CUST00460,Fashion,Male,26-35,Bandung,4,31,74821491
CUST00461,Fashion,Male,>50,Bandung,40,30,83719842
CUST00462,Sport,Female,36-50,Bandung,3,28,63144372
CUST00463,Fashion,Female,26-35,Yogyakarta,20,31,87252728
CUST00464,Sport,Female,26-35,Medan,6,32,82335476
CUST00465,Fashion,Female,26-35,Jakarta,55,27,64062056
CUST00466,Electronics,Male,18-25,Denpasar,34,28,58394893
CUST00467,Fashion,Male,26-35,Surabaya,10,24,64952108
CUST00468,Electronics,Female,18-25,Jakarta,28,30,76681609
CUST00469,Sport,Male,26-35,Yogyakarta,76,23,58155644
CUST00470,Electronics,Female,26-35,Denpasar,6,27,58108485
CUST00471,Fashion,Male,18-25,Denpasar,22,30,76253002
CUST00472,Sport,Female,>50,Denpasar,6,27,71266799
CUST00473,Beauty,Male,>50,Bandung,21,19,48467131
CUST00474,Home,Female,36-50,Surabaya,2,25,74962606
CUST00475,Beauty,Female,26-35,Yogyakarta,4,41,114373778
CUST00476,Fashion,Female,36-50,Yogyakarta,0,26,67336848
CUST00477,Beauty,Male,18-25,Denpasar,5,20,52761463
CUST00478,Beauty,Female,36-50,Yogyakarta,30,23,56368365
CUST00479,Electronics,Female,18-25,Surabaya,11,34,78832752
CUST00480,Fashion,Female,36-50,Surabaya,153,25,79897315
CUST00481,Electronics,Female,18-25,Medan,5,18,41949638
CUST00482,Fashion,Female,36-50,Medan,11,31,76797869
CUST00483,Beauty,Female,>50,Jakarta,115,21,50968427
CUST00484,Electronics,Female,18-25,Surabaya,16,29,61296103
CUST00485,Electronics,Female,26-35,Surabaya,21,35,96416050
CUST00486,Sport,Female,>50,Surabaya,89,26,79708050
CUST00487,Electronics,Male,26-35,Medan,193,13,33436648
CUST00488,Beauty,Male,36-50,Denpasar,141,19,35717001
CUST00489,Beauty,Female,26-35,Denpasar,3,35,80675692
CUST00490,Beauty,Female,26-35,Yogyakarta,34,31,90422432
CUST00491,Electronics,Female,18-25,Denpasar,20,32,72181139
CUST00492,Fashion,Female,18-25,Bandung,76,18,52819314
CUST00493,Fashion,Male,36-50,Medan,6,22,49042076
CUST00494,Beauty,Male,26-35,Surabaya,77,28,67462746
CUST00495,Electronics,Female,26-35,Denpasar,22,29,74132116
CUST00496,Electronics,Male,26-35,Medan,17,32,80378623
CUST00497,Electronics,Female,26-35,Denpasar,80,24,71909827
CUST00498,Fashion,Male,36-50,Jakarta,4,31,72312915
CUST00499,Beauty,Female,>50,Surabaya,11,29,82809147
CUST00500,Beauty,Female,26-35,Jakarta,41,15,35575480
CUST00501,Home,Female,36-50,Surabaya,30,20,50564068
CUST00502,Beauty,Female,36-50,Medan,0,25,63833469
CUST00503,Home,Male,26-35,Yogyakarta,65,23,47518872
CUST00504,Beauty,Female,>50,Denpasar,70,21,60026274
CUST00505,Sport,Female,18-25,Denpasar,12,23,67278352
CUST00506,Sport,Male,18-25,Bandung,38,25,80380442
CUST00507,Fashion,Female,36-50,Jakarta,1,22,51517568
CUST00508,Electronics,Female,26-35,Denpasar,1,28,71396153
CUST00509,Beauty,Female,36-50,Medan,17,14,25503807
CUST00510,Fashion,Female,36-50,Yogyakarta,45,23,69508794
CUST00511,Electronics,Female,18-25,Medan,13,33,85071497
CUST00512,Electronics,Male,36-50,Jakarta,6,29,59036045
CUST00513,Beauty,Female,26-35,Bandung,60,24,57958063
CUST00514,Electronics,Female,26-35,Denpasar,45,28,72926059
CUST00515,Sport,Male,26-35,Medan,55,22,62303682
CUST00516,Sport,Male,>50,Surabaya,32,27,69340329
CUST00517,Electronics,Male,18-25,Yogyakarta,96,27,47579233
CUST00518,Electronics,Female,26-35,Medan,99,17,32998684
CUST00519,Home,Female,26-35,Yogyakarta,5,24,45425681
CUST00520,Fashion,Male,36-50,Denpasar,27,28,75745146
CUST00521,Electronics,Female,26-35,Surabaya,47,23,58222004
CUST00522,Fashion,Male,18-25,Bandung,6,27,78568489
CUST00523,Home,Female,18-25,Bandung,17,16,43029616
CUST00524,Beauty,Female,26-35,Surabaya,30,26,61191428
CUST00525,Fashion,Female,36-50,Yogyakarta,1,21,67463621
CUST00526,Home,Female,18-25,Denpasar,78,28,69729507
CUST00527,Beauty,Male,18-25,Medan,135,23,57185782
CUST00528,Home,Male,>50,Surabaya,33,15,35074912
CUST00529,Sport,Male,18-25,Jakarta,47,21,50653071
CUST00530,Beauty,Female,>50,Yogyakarta,4,28,71924048
CUST00531,Beauty,Female,26-35,Bandung,5,21,53902805
CUST00532,Sport,Female,36-50,Surabaya,36,21,45134812
CUST00533,Electronics,Female,18-25,Bandung,206,26,69286016
CUST00534,Beauty,Female,18-25,Yogyakarta,69,30,76681264
CUST00535,Electronics,Female,36-50,Bandung,41,26,67859517
CUST00536,Fashion,Female,36-50,Surabaya,42,22,46011499
CUST00537,Fashion,Female,36-50,Yogyakarta,50,31,86694123
CUST00538,Electronics,Male,18-25,Jakarta,15,24,57169787
CUST00539,Fashion,Female,36-50,Surabaya,6,31,90836888
CUST00540,Sport,Male,36-50,Medan,39,23,67548718
CUST00541,Home,Female,26-35,Denpasar,45,25,68477435
CUST00542,Fashion,Female,36-50,Surabaya,43,22,64383425
CUST00543,Fashion,Male,36-50,Yogyakarta,5,19,54498834
CUST00544,Electronics,Female,26-35,Denpasar,12,18,59704022
CUST00545,Electronics,Female,18-25,Surabaya,10,23,69148234
CUST00546,Fashion,Male,26-35,Jakarta,67,26,64380526
CUST00547,Beauty,Male,18-25,Jakarta,41,23,51980331
CUST00548,Home,Female,26-35,Medan,2,31,94119122
CUST00549,Fashion,Female,26-35,Bandung,8,19,46669175
CUST00550,Beauty,Female,18-25,Denpasar,3,31,84029527
CUST00551,Sport,Female,26-35,Yogyakarta,22,27,63446681
CUST00552,Beauty,Female,18-25,Yogyakarta,121,20,41689123
CUST00553,Beauty,Female,36-50,Bandung,2,29,68723364
CUST00554,Sport,Female,>50,Jakarta,63,18,43638102
CUST00555,Home,Female,18-25,Jakarta,7,27,59202219
CUST00556,Beauty,Male,>50,Surabaya,20,29,60640021
CUST00557,Home,Male,26-35,Medan,33,20,46349153
CUST00558,Home,Male,18-25,Denpasar,16,31,72896245
CUST00559,Fashion,Female,18-25,Medan,3,20,36640574
CUST00560,Electronics,Female,26-35,Medan,3,28,67634459
CUST00561,Electronics,Female,36-50,Surabaya,18,32,77926743
CUST00562,Fashion,Male,36-50,Medan,119,16,38671857
CUST00563,Fashion,Male,18-25,Bandung,30,18,56595548
CUST00564,Sport,Male,18-25,Surabaya,34,24,51025961
CUST00565,Fashion,Male,26-35,Bandung,31,28,68838211
CUST00566,Home,Female,18-25,Surabaya,16,24,59067241
CUST00567,Sport,Male,18-25,Medan,17,18,45555261
CUST00568,Beauty,Male,18-25,Bandung,34,26,75962464
CUST00569,Electronics,Female,36-50,Bandung,52,24,59380146
CUST00570,Sport,Male,>50,Bandung,21,22,53114818
CUST00571,Fashion,Female,26-35,Surabaya,0,19,44753161
CUST00572,Beauty,Female,>50,Yogyakarta,6,30,69881549
CUST00573,Fashion,Male,26-35,Medan,20,34,81414031
CUST00574,Sport,Female,26-35,Bandung,7,34,87672011
CUST00575,Electronics,Female,18-25,Denpasar,2,26,73598088
CUST00576,Fashion,Female,26-35,Yogyakarta,10,35,87996086
CUST00577,Beauty,Male,>50,Denpasar,14,30,68305522
CUST00578,Beauty,Female,26-35,Medan,47,19,59568013
CUST00579,Fashion,Female,26-35,Medan,16,29,55559116
CUST00580,Electronics,Male,26-35,Bandung,5,21,61854167
CUST00581,Electronics,Female,18-25,Bandung,42,29,73771172
CUST00582,Electronics,Female,36-50,Surabaya,7,29,65157023
CUST00583,Electronics,Female,26-35,Yogyakarta,22,19,48521435
CUST00584,Electronics,Male,26-35,Yogyakarta,4,23,53781604
CUST00585,Electronics,Female,26-35,Bandung,4,15,38768279
CUST00586,Sport,Male,26-35,Medan,4,18,30069137
CUST00587,Home,Male,18-25,Bandung,124,23,50639756
CUST00588,Beauty,Male,26-35,Medan,25,30,68266032
CUST00589,Electronics,Male,18-25,Medan,7,25,65024406
CUST00590,Electronics,Male,36-50,Bandung,112,20,38176088
CUST00591,Home,Male,36-50,Jakarta,49,31,82227814
CUST00592,Sport,Female,36-50,Yogyakarta,46,29,71997873
CUST00593,Sport,Male,26-35,Denpasar,47,19,58717247
CUST00594,Beauty,Male,26-35,Medan,9,25,74839953
CUST00595,Sport,Female,18-25,Medan,1,29,79185626
CUST00596,Home,Female,36-50,Jakarta,28,27,73942144
CUST00597,Beauty,Female,18-25,Denpasar,55,27,66700469
CUST00598,Sport,Male,26-35,Surabaya,27,24,57990981
CUST00599,Home,Male,18-25,Jakarta,43,24,68116503
CUST00600,Sport,Male,18-25,Denpasar,31,26,60110861
CUST00601,Sport,Male,26-35,Jakarta,19,28,60931523
CUST00602,Beauty,Male,18-25,Medan,47,24,61171892
CUST00603,Beauty,Male,36-50,Yogyakarta,49,19,50535744
CUST00604,Beauty,Male,26-35,Jakarta,98,37,83417446
CUST00605,Electronics,Male,18-25,Surabaya,0,20,57129617
CUST00606,Electronics,Female,26-35,Bandung,8,25,65677916
CUST00607,Home,Male,18-25,Denpasar,11,23,65776123
CUST00608,Beauty,Male,18-25,Jakarta,17,35,77211150
CUST00609,Beauty,Female,36-50,Jakarta,16,32,77397678
CUST00610,Sport,Female,18-25,Surabaya,42,19,51993103
CUST00611,Fashion,Male,36-50,Yogyakarta,13,31,73008293
CUST00612,Beauty,Female,18-25,Jakarta,3,18,39702258
CUST00613,Sport,Female,18-25,Jakarta,11,30,70733379
CUST00614,Electronics,Male,36-50,Yogyakarta,27,21,42755817
CUST00615,Home,Female,26-35,Surabaya,17,25,69754285
CUST00616,Beauty,Female,18-25,Denpasar,5,18,37235572
CUST00617,Electronics,Male,26-35,Denpasar,29,29,66075353
CUST00618,Electronics,Male,18-25,Jakarta,36,23,57985509
CUST00619,Fashion,Female,36-50,Yogyakarta,23,25,72008713
CUST00620,Electronics,Female,26-35,Jakarta,59,27,81068797
CUST00621,Home,Male,36-50,Bandung,25,33,83264103
CUST00622,Beauty,Male,36-50,Denpasar,36,29,85177428
CUST00623,Sport,Male,26-35,Medan,0,27,63984200
CUST00624,Fashion,Female,>50,Bandung,6,24,74235145
CUST00625,Home,Female,26-35,Jakarta,6,26,77470901
CUST00626,Fashion,Male,>50,Surabaya,37,19,47693640
CUST00627,Electronics,Female,18-25,Denpasar,51,13,45493285
CUST00628,Electronics,Female,26-35,Medan,25,24,60088544
CUST00629,Fashion,Male,26-35,Bandung,47,21,57819257
CUST00630,Home,Male,26-35,Denpasar,22,29,72757834
CUST00631,Beauty,Female,26-35,Yogyakarta,51,19,37011944
CUST00632,Beauty,Female,36-50,Surabaya,9,26,50483380
CUST00633,Electronics,Female,18-25,Bandung,25,28,63977756
CUST00634,Sport,Female,18-25,Yogyakarta,17,25,55908208
CUST00635,Fashion,Male,36-50,Jakarta,5,28,73193751
CUST00636,Sport,Male,26-35,Yogyakarta,1,29,80117833
CUST00637,Sport,Female,>50,Bandung,11,23,57427143
CUST00638,Electronics,Male,36-50,Bandung,18,18,37322661
CUST00639,Sport,Male,>50,Jakarta,40,21,59514943
CUST00640,Fashion,Male,36-50,Yogyakarta,72,22,60031295
CUST00641,Sport,Male,18-25,Yogyakarta,37,23,55553481
CUST00642,Home,Male,18-25,Jakarta,37,25,57519749
CUST00643,Electronics,Male,36-50,Yogyakarta,25,27,69334594
CUST00644,Electronics,Male,26-35,Denpasar,4,27,72037420
CUST00645,Sport,Male,18-25,Jakarta,81,28,65869663
CUST00646,Beauty,Female,26-35,Surabaya,9,17,43440807
CUST00647,Sport,Female,>50,Bandung,42,25,80624439
CUST00648,Beauty,Female,26-35,Surabaya,6,26,56521663
CUST00649,Sport,Female,26-35,Denpasar,2,25,50672136
CUST00650,Electronics,Female,26-35,Denpasar,13,33,74002500
CUST00651,Home,Male,18-25,Medan,22,26,73642046
CUST00652,Beauty,Female,26-35,Medan,34,28,52659911
CUST00653,Fashion,Female,26-35,Medan,13,26,69356482
CUST00654,Beauty,Female,18-25,Jakarta,131,23,58257428
CUST00655,Electronics,Male,36-50,Yogyakarta,61,31,74679129
CUST00656,Fashion,Male,26-35,Denpasar,25,23,63453978
CUST00657,Beauty,Male,36-50,Surabaya,67,28,74606096
CUST00658,Beauty,Male,36-50,Surabaya,0,27,72850766
CUST00659,Home,Female,18-25,Surabaya,1,30,81823599
CUST00660,Sport,Female,26-35,Surabaya,26,37,83975437
CUST00661,Fashion,Male,26-35,Medan,32,18,36546859
CUST00662,Fashion,Female,36-50,Surabaya,38,25,61002491
CUST00663,Beauty,Female,18-25,Yogyakarta,0,20,47629999
CUST00664,Fashion,Male,26-35,Medan,1,24,56402756
CUST00665,Fashion,Male,26-35,Surabaya,68,16,39256760
CUST00666,Electronics,Male,18-25,Jakarta,10,23,51862132
CUST00667,Beauty,Male,18-25,Bandung,32,16,45245045
CUST00668,Fashion,Male,26-35,Bandung,41,23,51903717
CUST00669,Home,Male,36-50,Bandung,24,26,60523678
CUST00670,Electronics,Male,26-35,Medan,109,18,57894879
CUST00671,Beauty,Male,26-35,Surabaya,16,33,86020700
CUST00672,Beauty,Female,26-35,Denpasar,3,20,53553344
CUST00673,Beauty,Male,36-50,Denpasar,8,27,65318451
CUST00674,Beauty,Female,18-25,Denpasar,41,22,53648030
CUST00675,Electronics,Male,36-50,Medan,30,21,71272130
CUST00676,Home,Female,18-25,Yogyakarta,42,26,69750986
CUST00677,Electronics,Male,26-35,Jakarta,3,26,55028304
CUST00678,Beauty,Male,18-25,Jakarta,16,20,42528968
CUST00679,Home,Female,18-25,Bandung,9,28,78757306
CUST00680,Beauty,Female,26-35,Bandung,16,24,64351075
CUST00681,Fashion,Female,18-25,Denpasar,14,22,62978619
CUST00682,Home,Male,36-50,Denpasar,15,22,65441276
CUST00683,Beauty,Male,18-25,Bandung,46,25,59893658
CUST00684,Fashion,Female,26-35,Surabaya,19,27,73891397
CUST00685,Electronics,Female,26-35,Yogyakarta,9,23,54921992
CUST00686,Sport,Female,18-25,Yogyakarta,72,23,61664079
CUST00687,Electronics,Female,18-25,Yogyakarta,1,25,71073293
CUST00688,Beauty,Male,26-35,Yogyakarta,66,18,51189782
CUST00689,Electronics,Female,26-35,Bandung,2,26,83321199
CUST00690,Beauty,Male,26-35,Jakarta,18,21,62938309
CUST00691,Sport,Male,26-35,Bandung,4,31,76583260
CUST00692,Home,Male,26-35,Yogyakarta,54,25,72959413
CUST00693,Home,Female,18-25,Bandung,46,26,59630569
CUST00694,Home,Male,26-35,Yogyakarta,43,21,50287469
CUST00695,Beauty,Male,>50,Medan,112,35,69903072
CUST00696,Electronics,Female,26-35,Denpasar,14,25,59573199
CUST00697,Beauty,Male,26-35,Jakarta,21,26,63773264
CUST00698,Electronics,Female,26-35,Medan,50,20,55381217
CUST00699,Sport,Male,36-50,Surabaya,17,21,72778946
CUST00700,Sport,Female,36-50,Bandung,12,31,63049241
CUST00701,Electronics,Female,26-35,Surabaya,10,23,44835527
CUST00702,Fashion,Male,>50,Bandung,38,23,47893439
CUST00703,Electronics,Male,18-25,Denpasar,15,25,66151354
CUST00704,Fashion,Male,18-25,Medan,33,27,65846363
CUST00705,Electronics,Male,36-50,Denpasar,18,23,72303056
CUST00706,Beauty,Female,36-50,Yogyakarta,2,27,59267172
CUST00707,Electronics,Male,18-25,Denpasar,15,26,69025934
CUST00708,Home,Female,18-25,Denpasar,2,28,74987409
CUST00709,Home,Male,18-25,Yogyakarta,30,24,65744744
CUST00710,Beauty,Female,18-25,Bandung,77,22,56108715
CUST00711,Beauty,Female,36-50,Yogyakarta,5,38,102877997
CUST00712,Electronics,Female,26-35,Medan,21,23,59025746
CUST00713,Electronics,Female,26-35,Denpasar,15,31,92463154
CUST00714,Electronics,Male,26-35,Yogyakarta,1,24,60601182
CUST00715,Fashion,Male,18-25,Denpasar,44,19,60777665
CUST00716,Home,Female,18-25,Medan,13,16,40127959
CUST00717,Fashion,Female,26-35,Surabaya,14,35,95828310
CUST00718,Sport,Female,>50,Medan,2,25,55338412
CUST00719,Home,Male,36-50,Jakarta,7,21,49172695
CUST00720,Fashion,Female,18-25,Jakarta,3,21,50319592
CUST00721,Home,Female,36-50,Jakarta,123,16,39924956
CUST00722,Fashion,Male,36-50,Denpasar,3,23,65885392
CUST00723,Electronics,Male,36-50,Bandung,3,33,84196584
CUST00724,Fashion,Female,26-35,Bandung,13,27,70337283
CUST00725,Electronics,Female,26-35,Bandung,22,21,48730225
CUST00726,Sport,Female,26-35,Denpasar,40,30,80240609
CUST00727,Home,Male,18-25,Medan,2,15,40072665
CUST00728,Beauty,Female,18-25,Bandung,9,24,66750567
CUST00729,Electronics,Male,18-25,Surabaya,5,27,70354358
CUST00730,Home,Male,26-35,Jakarta,58,15,37325026
CUST00731,Fashion,Male,36-50,Medan,22,22,50829869
CUST00732,Beauty,Female,26-35,Jakarta,35,33,77589535
CUST00733,Fashion,Female,18-25,Bandung,25,23,54100227
CUST00734,Sport,Female,>50,Medan,13,26,61321699
CUST00735,Beauty,Male,>50,Yogyakarta,6,25,54332066
CUST00736,Beauty,Female,36-50,Surabaya,12,28,75660849
CUST00737,Fashion,Male,>50,Bandung,15,18,46136208
CUST00738,Electronics,Female,26-35,Bandung,12,20,54476751
CUST00739,Beauty,Male,>50,Surabaya,24,25,66592948
CUST00740,Fashion,Male,18-25,Surabaya,0,22,62485772
CUST00741,Electronics,Female,26-35,Yogyakarta,32,16,45019040
CUST00742,Beauty,Male,18-25,Bandung,16,26,73268038
CUST00743,Home,Female,18-25,Denpasar,39,21,57754096
CUST00744,Electronics,Female,18-25,Bandung,93,27,55940288
CUST00745,Electronics,Male,26-35,Jakarta,20,20,49735605
CUST00746,Fashion,Female,36-50,Medan,34,30,77304824
CUST00747,Electronics,Male,26-35,Medan,13,21,53489264
CUST00748,Beauty,Female,18-25,Jakarta,30,18,43434209
CUST00749,Home,Female,36-50,Medan,15,20,46054445
CUST00750,Beauty,Female,26-35,Surabaya,17,21,43347188
CUST00751,Beauty,Male,26-35,Medan,34,32,78568486
CUST00752,Fashion,Female,26-35,Medan,0,28,74465108
CUST00753,Electronics,Female,18-25,Jakarta,56,21,53328702
CUST00754,Home,Male,26-35,Yogyakarta,49,25,64287746
CUST00755,Sport,Male,>50,Medan,10,21,53992874
CUST00756,Electronics,Female,18-25,Denpasar,71,21,46367342
CUST00757,Beauty,Female,26-35,Medan,29,13,29338069
CUST00758,Beauty,Female,36-50,Yogyakarta,46,25,60035388
CUST00759,Fashion,Female,36-50,Jakarta,71,23,70829364
CUST00760,Beauty,Female,18-25,Yogyakarta,34,17,34402889
CUST00761,Beauty,Male,18-25,Jakarta,30,22,65367270
CUST00762,Fashion,Male,18-25,Surabaya,8,16,39320040
CUST00763,Sport,Male,26-35,Jakarta,45,21,53705099
CUST00764,Electronics,Female,26-35,Surabaya,42,34,83204884
CUST00765,Beauty,Male,18-25,Surabaya,3,27,63880493
CUST00766,Beauty,Female,>50,Jakarta,34,24,54769064
CUST00767,Electronics,Female,26-35,Denpasar,37,28,62205656
CUST00768,Sport,Female,18-25,Bandung,52,21,52998823
CUST00769,Home,Male,26-35,Jakarta,10,30,67067325
CUST00770,Electronics,Female,26-35,Medan,75,25,73978903
CUST00771,Fashion,Male,18-25,Denpasar,85,27,54535737
CUST00772,Sport,Female,18-25,Denpasar,65,26,59904947
CUST00773,Fashion,Male,36-50,Medan,3,34,88670212
CUST00774,Beauty,Male,26-35,Bandung,14,31,80431786
CUST00775,Electronics,Female,26-35,Denpasar,48,23,61498089
CUST00776,Home,Male,26-35,Surabaya,10,16,39061810
CUST00777,Fashion,Male,18-25,Bandung,102,22,57036639
CUST00778,Home,Female,18-25,Medan,148,25,73784471
CUST00779,Fashion,Female,26-35,Bandung,61,24,50035353
CUST00780,Electronics,Female,18-25,Jakarta,18,36,102216633
CUST00781,Sport,Female,18-25,Bandung,34,31,77849890
CUST00782,Fashion,Female,36-50,Surabaya,18,19,40116585
CUST00783,Home,Male,>50,Jakarta,4,31,83447599
CUST00784,Fashion,Male,36-50,Yogyakarta,47,27,60223797
CUST00785,Fashion,Male,36-50,Medan,4,18,43770623
CUST00786,Sport,Female,18-25,Medan,16,30,73028489
CUST00787,Beauty,Female,>50,Bandung,19,23,55977489
CUST00788,Sport,Male,18-25,Denpasar,22,30,73085494
CUST00789,Home,Female,>50,Jakarta,48,20,65999395
CUST00790,Electronics,Female,>50,Yogyakarta,21,28,71794000
CUST00791,Fashion,Male,36-50,Jakarta,37,21,55434125
CUST00792,Electronics,Female,>50,Medan,25,21,51706369
CUST00793,Beauty,Female,26-35,Jakarta,108,22,63489440
CUST00794,Beauty,Female,18-25,Yogyakarta,51,27,58269000
CUST00795,Electronics,Male,26-35,Denpasar,30,17,62183125
CUST00796,Beauty,Female,26-35,Bandung,14,16,44734682
CUST00797,Beauty,Female,18-25,Surabaya,16,25,64241754
CUST00798,Beauty,Female,26-35,Jakarta,26,25,53610221
CUST00799,Beauty,Female,>50,Surabaya,18,21,46891015
CUST00800,Beauty,Female,18-25,Medan,43,33,70814639
CUST00801,Beauty,Female,36-50,Bandung,4,34,104509882
CUST00802,Fashion,Male,>50,Bandung,109,24,62107044
CUST00803,Sport,Female,>50,Jakarta,18,26,67507071
CUST00804,Sport,Female,>50,Denpasar,7,27,58143354
CUST00805,Home,Male,26-35,Bandung,61,19,45282910
CUST00806,Electronics,Female,>50,Jakarta,0,28,68908045
CUST00807,Electronics,Female,36-50,Jakarta,11,26,59594063
CUST00808,Sport,Female,18-25,Surabaya,6,27,81682672
CUST00809,Home,Female,26-35,Bandung,32,21,49207440
CUST00810,Fashion,Male,36-50,Jakarta,16,25,66832923
CUST00811,Electronics,Female,18-25,Surabaya,2,27,75591784
CUST00812,Beauty,Female,26-35,Yogyakarta,42,23,56754241
CUST00813,Sport,Male,26-35,Surabaya,5,28,66397709
CUST00814,Fashion,Female,18-25,Surabaya,41,25,78394412
CUST00815,Sport,Female,26-35,Jakarta,3,24,64543881
CUST00816,Beauty,Female,36-50,Medan,82,17,29797977
CUST00817,Electronics,Female,26-35,Medan,9,35,93952274
CUST00818,Electronics,Male,18-25,Denpasar,8,23,60519904
CUST00819,Beauty,Male,18-25,Medan,21,17,35709624
CUST00820,Electronics,Male,26-35,Surabaya,2,29,62534405
CUST00821,Electronics,Female,>50,Denpasar,6,25,70734307
CUST00822,Electronics,Male,18-25,Jakarta,15,24,61547574
CUST00823,Beauty,Male,26-35,Bandung,58,26,74450953
CUST00824,Electronics,Male,18-25,Surabaya,10,20,60888556
CUST00825,Electronics,Female,26-35,Surabaya,15,24,73548868
CUST00826,Fashion,Female,36-50,Denpasar,0,25,69833884
CUST00827,Fashion,Male,36-50,Jakarta,9,23,53204963
CUST00828,Sport,Male,18-25,Yogyakarta,3,28,69727656
CUST00829,Sport,Female,26-35,Surabaya,0,26,70068325
CUST00830,Home,Female,18-25,Yogyakarta,40,28,68172879
CUST00831,Electronics,Male,26-35,Yogyakarta,50,21,71411113
CUST00832,Home,Female,26-35,Medan,14,26,63481069
CUST00833,Beauty,Male,18-25,Jakarta,6,18,54464188
CUST00834,Fashion,Male,18-25,Yogyakarta,13,31,75032053
CUST00835,Home,Female,26-35,Jakarta,10,35,87895702
CUST00836,Electronics,Male,>50,Medan,0,25,66591381
CUST00837,Home,Female,>50,Jakarta,29,19,51085243
CUST00838,Beauty,Male,18-25,Surabaya,16,27,59636444
CUST00839,Beauty,Female,36-50,Yogyakarta,29,31,92965414
CUST00840,Home,Female,26-35,Jakarta,18,25,67723457
CUST00841,Beauty,Male,26-35,Bandung,69,25,55968807
CUST00842,Sport,Female,36-50,Jakarta,20,27,80136619
CUST00843,Electronics,Male,>50,Yogyakarta,18,31,67889730
CUST00844,Home,Female,>50,Medan,75,28,63786812
CUST00845,Beauty,Male,26-35,Medan,13,17,50544272
CUST00846,Home,Male,26-35,Yogyakarta,10,30,72589236
CUST00847,Beauty,Male,36-50,Surabaya,46,22,60040736
CUST00848,Fashion,Female,18-25,Surabaya,9,24,51440012
CUST00849,Electronics,Female,26-35,Medan,3,18,35816578
CUST00850,Home,Female,26-35,Medan,82,17,36367014
CUST00851,Beauty,Male,26-35,Yogyakarta,52,25,66978707
CUST00852,Electronics,Female,18-25,Surabaya,42,28,62301447
CUST00853,Sport,Male,18-25,Medan,26,32,80432478
CUST00854,Beauty,Female,>50,Surabaya,12,13,24861007
CUST00855,Sport,Male,18-25,Medan,7,21,50606371
CUST00856,Sport,Male,26-35,Jakarta,47,30,71365495
CUST00857,Sport,Male,18-25,Bandung,18,16,52503480
CUST00858,Sport,Female,18-25,Denpasar,43,16,51932336
CUST00859,Beauty,Female,18-25,Jakarta,13,29,79540183
CUST00860,Beauty,Male,18-25,Denpasar,3,24,52204111
CUST00861,Home,Female,36-50,Medan,62,27,68400065
CUST00862,Home,Female,18-25,Bandung,21,18,54089252
CUST00863,Beauty,Female,>50,Bandung,14,28,71090565
CUST00864,Electronics,Male,26-35,Medan,3,29,88976426
CUST00865,Sport,Male,26-35,Medan,5,35,97065614
CUST00866,Beauty,Female,26-35,Surabaya,18,33,80548152
CUST00867,Beauty,Male,26-35,Medan,22,21,58671529
CUST00868,Electronics,Male,36-50,Yogyakarta,1,26,54148958
CUST00869,Electronics,Female,18-25,Medan,8,15,30987679
CUST00870,Beauty,Female,26-35,Yogyakarta,42,30,79748515
CUST00871,Home,Male,36-50,Medan,39,31,81128971
CUST00872,Home,Male,>50,Surabaya,98,15,39214025
CUST00873,Beauty,Female,36-50,Yogyakarta,22,24,57268085
CUST00874,Electronics,Male,26-35,Jakarta,20,27,68414279
CUST00875,Electronics,Male,36-50,Yogyakarta,26,16,37319669
CUST00876,Beauty,Male,26-35,Surabaya,54,21,57087992
CUST00877,Electronics,Female,26-35,Denpasar,53,15,34791238
CUST00878,Beauty,Female,18-25,Yogyakarta,32,26,86083651
CUST00879,Electronics,Male,26-35,Medan,14,18,36974956
CUST00880,Sport,Male,18-25,Medan,27,18,49586030
CUST00881,Sport,Male,26-35,Denpasar,15,37,94177085
CUST00882,Fashion,Female,36-50,Surabaya,6,32,82089734
CUST00883,Beauty,Male,18-25,Bandung,98,23,60019872
CUST00884,Fashion,Male,18-25,Medan,25,23,73553650
CUST00885,Home,Female,18-25,Jakarta,26,23,78451927
CUST00886,Sport,Male,>50,Surabaya,17,25,62403501
CUST00887,Sport,Female,26-35,Yogyakarta,3,24,66270635
CUST00888,Sport,Male,26-35,Yogyakarta,43,21,44088712
CUST00889,Beauty,Male,36-50,Jakarta,7,25,64857390
