CustomerID,FavoriteCategory,Gender,AgeGroup,Region,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST00299,Beauty,Female,18-25,Yogyakarta,1,24,59065701,4,2,2,422,Potential Customer
CUST00300,Sport,Male,26-35,Jakarta,28,28,67414338,2,3,3,233,Potential Customer
CUST00301,Home,Male,36-50,Denpasar,16,24,52135614,3,2,1,321,Potential Customer
CUST00302,Fashion,Female,26-35,Yogyakarta,10,22,54984415,3,2,2,322,Potential Customer
CUST00303,Fashion,Female,26-35,Yogyakarta,63,24,65563005,1,2,3,123,At Risk Customer
CUST00304,Electronics,Female,18-25,Medan,63,24,62973937,1,2,3,123,At Risk Customer
CUST00305,Sport,Female,>50,Medan,6,17,42481062,4,1,1,411,New Customer
CUST00306,Beauty,Female,26-35,Denpasar,0,26,65617452,4,3,3,433,Loyal Customer
CUST00307,Beauty,Female,18-25,Bandung,7,21,51823983,4,1,1,411,New Customer
CUST00308,Electronics,Male,26-35,Bandung,14,25,67442339,3,2,3,323,Potential Customer
CUST00309,Home,Female,18-25,Yogyakarta,18,25,67736221,3,2,3,323,Potential Customer
CUST00310,Home,Male,26-35,Surabaya,14,34,78854546,3,4,4,344,Loyal Customer
CUST00311,Beauty,Male,26-35,Surabaya,21,23,46175300,2,2,1,221,Potential Customer
CUST00312,Beauty,Male,36-50,Bandung,35,23,75789963,2,2,4,224,Potential Customer
CUST00313,Home,Male,26-35,Surabaya,15,26,68159243,3,3,3,333,Loyal Customer
CUST00314,Fashion,Female,36-50,Bandung,14,28,62599869,3,3,2,332,Potential Customer
CUST00315,Sport,Female,>50,Medan,17,13,28285723,3,1,1,311,New Customer
CUST00316,Fashion,Female,18-25,Yogyakarta,48,18,52766217,1,1,1,111,At Risk Customer
CUST00317,Beauty,Male,18-25,Jakarta,41,17,49481936,2,1,1,211,New Customer
CUST00318,Home,Male,26-35,Yogyakarta,3,20,49889368,4,1,1,411,New Customer
CUST00319,Electronics,Male,26-35,Bandung,37,17,46022526,2,1,1,211,New Customer
CUST00320,Fashion,Male,26-35,Bandung,28,29,77535842,2,4,4,244,Potential Customer
CUST00321,Beauty,Female,>50,Yogyakarta,12,25,58242671,3,2,2,322,Potential Customer
CUST00322,Electronics,Female,36-50,Denpasar,10,29,72798335,3,4,4,344,Loyal Customer
CUST00323,Home,Female,26-35,Bandung,69,32,66566525,1,4,3,143,At Risk Customer
CUST00324,Fashion,Male,26-35,Surabaya,14,29,78396124,3,4,4,344,Loyal Customer
CUST00325,Sport,Female,36-50,Surabaya,15,21,51007273,3,1,1,311,New Customer
CUST00326,Electronics,Female,>50,Bandung,2,22,59718971,4,2,2,422,Potential Customer
CUST00327,Electronics,Female,36-50,Bandung,5,29,68277157,4,4,3,443,Loyal Customer
CUST00328,Sport,Female,18-25,Denpasar,13,26,62016998,3,3,2,332,Potential Customer
CUST00329,Sport,Male,26-35,Surabaya,1,30,73462420,4,4,4,444,Loyal Customer
CUST00330,Beauty,Male,18-25,Bandung,77,22,67915074,1,2,3,123,At Risk Customer
CUST00331,Home,Male,18-25,Bandung,12,21,48577055,3,1,1,311,New Customer
CUST00332,Electronics,Female,18-25,Denpasar,6,21,40740193,4,1,1,411,New Customer
CUST00333,Sport,Male,26-35,Denpasar,5,25,59187748,4,2,2,422,Potential Customer
CUST00334,Beauty,Male,26-35,Yogyakarta,24,21,56842718,2,1,2,212,New Customer
CUST00335,Fashion,Male,18-25,Denpasar,5,25,64947701,4,2,3,423,Potential Customer
CUST00336,Electronics,Male,26-35,Jakarta,56,22,44801681,1,2,1,121,At Risk Customer
CUST00337,Beauty,Female,26-35,Surabaya,0,20,44507247,4,1,1,411,New Customer
CUST00338,Home,Female,26-35,Yogyakarta,28,26,65542675,2,3,3,233,Potential Customer
CUST00339,Beauty,Female,18-25,Jakarta,26,26,68074145,2,3,3,233,Potential Customer
CUST00340,Fashion,Male,26-35,Bandung,50,23,69456669,1,2,3,123,At Risk Customer
CUST00341,Sport,Female,36-50,Bandung,1,23,54228109,4,2,2,422,Potential Customer
CUST00342,Beauty,Female,18-25,Yogyakarta,32,27,69333189,2,3,3,233,Potential Customer
CUST00343,Beauty,Male,18-25,Denpasar,48,26,85788330,1,3,4,134,At Risk Customer
CUST00344,Fashion,Male,26-35,Bandung,37,21,53427255,2,1,2,212,New Customer
CUST00345,Beauty,Male,>50,Medan,14,21,56639374,3,1,2,312,New Customer
CUST00346,Beauty,Female,26-35,Yogyakarta,15,25,65935336,3,2,3,323,Potential Customer
CUST00347,Electronics,Female,26-35,Jakarta,4,32,80675758,4,4,4,444,Loyal Customer
CUST00348,Beauty,Male,26-35,Yogyakarta,12,22,56369811,3,2,2,322,Potential Customer
CUST00349,Fashion,Male,26-35,Surabaya,22,27,64050745,2,3,3,233,Potential Customer
CUST00350,Home,Female,18-25,Denpasar,47,23,61527997,1,2,2,122,At Risk Customer
CUST00351,Electronics,Female,26-35,Denpasar,38,26,63373607,2,3,3,233,Potential Customer
CUST00352,Beauty,Female,>50,Yogyakarta,47,22,60909136,1,2,2,122,At Risk Customer
CUST00353,Beauty,Female,26-35,Bandung,40,22,45202544,2,2,1,221,Potential Customer
CUST00354,Beauty,Male,36-50,Bandung,12,22,55480795,3,2,2,322,Potential Customer
CUST00355,Electronics,Male,36-50,Medan,19,27,65451705,3,3,3,333,Loyal Customer
CUST00356,Fashion,Female,18-25,Medan,38,21,64838759,2,1,3,213,New Customer
CUST00357,Beauty,Male,>50,Denpasar,4,16,46015968,4,1,1,411,New Customer
CUST00358,Beauty,Female,18-25,Medan,2,34,69781922,4,4,3,443,Loyal Customer
CUST00359,Beauty,Female,26-35,Jakarta,4,20,64269261,4,1,3,413,New Customer
CUST00360,Beauty,Female,18-25,Medan,25,27,74349670,2,3,4,234,Potential Customer
CUST00361,Electronics,Male,18-25,Jakarta,80,23,53533449,1,2,2,122,At Risk Customer
CUST00362,Home,Female,26-35,Medan,30,32,84581378,2,4,4,244,Potential Customer
CUST00363,Electronics,Female,18-25,Denpasar,11,36,93089104,3,4,4,344,Loyal Customer
CUST00364,Beauty,Female,26-35,Denpasar,7,28,72266670,4,3,3,433,Loyal Customer
CUST00365,Beauty,Female,26-35,Jakarta,8,23,57378311,4,2,2,422,Potential Customer
CUST00366,Home,Male,18-25,Yogyakarta,3,26,67535703,4,3,3,433,Loyal Customer
CUST00367,Electronics,Female,18-25,Denpasar,36,20,50412640,2,1,1,211,New Customer
CUST00368,Electronics,Female,26-35,Yogyakarta,57,15,38066970,1,1,1,111,At Risk Customer
CUST00369,Beauty,Male,26-35,Bandung,32,27,76032951,2,3,4,234,Potential Customer
CUST00370,Beauty,Male,36-50,Jakarta,48,23,65956404,1,2,3,123,At Risk Customer
CUST00371,Fashion,Male,26-35,Denpasar,23,31,73091712,2,4,4,244,Potential Customer
CUST00372,Beauty,Male,36-50,Surabaya,19,19,39525739,3,1,1,311,New Customer
CUST00373,Home,Male,26-35,Bandung,37,29,64293283,2,4,3,243,Potential Customer
CUST00374,Electronics,Female,26-35,Yogyakarta,5,29,64699574,4,4,3,443,Loyal Customer
CUST00375,Electronics,Male,26-35,Denpasar,60,24,56619189,1,2,2,122,At Risk Customer
CUST00376,Fashion,Male,18-25,Jakarta,26,22,52164562,2,2,1,221,Potential Customer
CUST00377,Beauty,Female,26-35,Medan,30,22,62672948,2,2,2,222,Potential Customer
CUST00378,Electronics,Male,36-50,Surabaya,28,28,74002620,2,3,4,234,Potential Customer
CUST00379,Electronics,Female,26-35,Yogyakarta,7,35,85098763,4,4,4,444,Loyal Customer
CUST00380,Fashion,Male,36-50,Bandung,51,27,51636762,1,3,1,131,At Risk Customer
CUST00381,Sport,Male,36-50,Jakarta,51,28,81350225,1,3,4,134,At Risk Customer
CUST00382,Sport,Female,36-50,Surabaya,76,20,49117896,1,1,1,111,At Risk Customer
CUST00383,Home,Female,>50,Jakarta,39,25,69514051,2,2,3,223,Potential Customer
CUST00384,Sport,Female,26-35,Denpasar,14,28,75758348,3,3,4,334,Loyal Customer
CUST00385,Electronics,Female,26-35,Medan,42,25,60265896,1,2,2,122,At Risk Customer
CUST00386,Sport,Female,26-35,Bandung,8,26,64570057,4,3,3,433,Loyal Customer
CUST00387,Electronics,Male,26-35,Jakarta,49,24,76577881,1,2,4,124,At Risk Customer
CUST00388,Electronics,Male,26-35,Yogyakarta,10,32,63665009,3,4,3,343,Loyal Customer
CUST00389,Beauty,Female,36-50,Denpasar,24,19,47295760,2,1,1,211,New Customer
CUST00390,Fashion,Female,26-35,Denpasar,22,28,65581137,2,3,3,233,Potential Customer
CUST00391,Fashion,Female,26-35,Bandung,1,21,66430006,4,1,3,413,New Customer
CUST00392,Electronics,Male,18-25,Denpasar,11,22,51760337,3,2,1,321,Potential Customer
CUST00393,Fashion,Male,26-35,Yogyakarta,0,26,74361670,4,3,4,434,Loyal Customer
CUST00394,Beauty,Female,18-25,Jakarta,31,20,49597239,2,1,1,211,New Customer
CUST00395,Electronics,Male,36-50,Bandung,38,26,52253975,2,3,1,231,Potential Customer
CUST00396,Beauty,Female,26-35,Denpasar,19,23,61733241,3,2,2,322,Potential Customer
CUST00397,Home,Female,18-25,Denpasar,11,28,69394834,3,3,3,333,Loyal Customer
CUST00398,Fashion,Male,18-25,Yogyakarta,18,20,51135748,3,1,1,311,New Customer
CUST00399,Electronics,Female,26-35,Medan,40,30,72068398,2,4,3,243,Potential Customer
CUST00400,Fashion,Female,26-35,Medan,32,35,72634286,2,4,3,243,Potential Customer
CUST00401,Home,Male,26-35,Denpasar,51,31,84859888,1,4,4,144,At Risk Customer
CUST00402,Fashion,Female,18-25,Jakarta,10,29,88093129,3,4,4,344,Loyal Customer
CUST00403,Electronics,Female,26-35,Bandung,10,32,68620396,3,4,3,343,Loyal Customer
CUST00404,Beauty,Female,26-35,Denpasar,15,26,71232971,3,3,3,333,Loyal Customer
CUST00405,Electronics,Male,26-35,Surabaya,26,34,95227653,2,4,4,244,Potential Customer
CUST00406,Home,Female,26-35,Bandung,46,30,84156156,1,4,4,144,At Risk Customer
CUST00407,Home,Male,26-35,Medan,11,25,65849720,3,2,3,323,Potential Customer
CUST00408,Beauty,Male,18-25,Denpasar,1,23,56936542,4,2,2,422,Potential Customer
CUST00409,Sport,Female,>50,Yogyakarta,16,24,58489631,3,2,2,322,Potential Customer
CUST00410,Electronics,Male,26-35,Surabaya,2,26,54951497,4,3,2,432,Potential Customer
CUST00411,Fashion,Male,26-35,Denpasar,115,15,31992605,1,1,1,111,At Risk Customer
CUST00412,Electronics,Female,18-25,Jakarta,14,26,69295988,3,3,3,333,Loyal Customer
CUST00413,Fashion,Female,26-35,Surabaya,36,28,67208189,2,3,3,233,Potential Customer
CUST00414,Home,Female,18-25,Denpasar,6,31,78923912,4,4,4,444,Loyal Customer
CUST00415,Beauty,Female,26-35,Jakarta,25,23,57297866,2,2,2,222,Potential Customer
CUST00416,Electronics,Male,>50,Surabaya,14,25,64041171,3,2,3,323,Potential Customer
CUST00417,Electronics,Male,26-35,Jakarta,24,25,65702789,2,2,3,223,Potential Customer
CUST00418,Fashion,Male,18-25,Jakarta,11,30,84066299,3,4,4,344,Loyal Customer
CUST00419,Fashion,Female,18-25,Surabaya,32,35,94795511,2,4,4,244,Potential Customer
CUST00420,Fashion,Female,26-35,Surabaya,28,27,66915495,2,3,3,233,Potential Customer
CUST00421,Fashion,Female,18-25,Jakarta,17,25,51361069,3,2,1,321,Potential Customer
CUST00422,Sport,Female,18-25,Medan,34,29,66841540,2,4,3,243,Potential Customer
CUST00423,Electronics,Male,36-50,Surabaya,18,27,70900049,3,3,3,333,Loyal Customer
CUST00424,Home,Female,26-35,Denpasar,1,26,56768662,4,3,2,432,Potential Customer
CUST00425,Electronics,Male,18-25,Bandung,6,34,93905434,4,4,4,444,Loyal Customer
CUST00426,Fashion,Female,>50,Yogyakarta,8,22,57995863,4,2,2,422,Potential Customer
CUST00427,Electronics,Male,18-25,Jakarta,10,25,66320653,3,2,3,323,Potential Customer
CUST00428,Beauty,Female,>50,Jakarta,35,11,27244818,2,1,1,211,New Customer
CUST00429,Home,Male,26-35,Yogyakarta,6,16,37464851,4,1,1,411,New Customer
CUST00430,Home,Male,36-50,Medan,59,28,74026445,1,3,4,134,At Risk Customer
CUST00431,Sport,Male,26-35,Yogyakarta,0,19,49310184,4,1,1,411,New Customer
CUST00432,Beauty,Female,36-50,Surabaya,11,20,46415968,3,1,1,311,New Customer
CUST00433,Electronics,Female,>50,Yogyakarta,40,18,41446871,2,1,1,211,New Customer
CUST00434,Sport,Male,18-25,Jakarta,14,25,64827656,3,2,3,323,Potential Customer
CUST00435,Fashion,Male,>50,Yogyakarta,14,25,71848918,3,2,3,323,Potential Customer
CUST00436,Beauty,Female,26-35,Bandung,50,38,98658175,1,4,4,144,At Risk Customer
CUST00437,Electronics,Male,26-35,Denpasar,81,26,73906765,1,3,4,134,At Risk Customer
CUST00438,Fashion,Female,26-35,Surabaya,48,24,68421676,1,2,3,123,At Risk Customer
CUST00439,Sport,Female,26-35,Yogyakarta,0,26,57793394,4,3,2,432,Potential Customer
CUST00440,Beauty,Male,18-25,Jakarta,13,24,55192310,3,2,2,322,Potential Customer
CUST00441,Home,Male,26-35,Denpasar,20,34,85740023,2,4,4,244,Potential Customer
CUST00442,Electronics,Female,26-35,Surabaya,0,24,47635023,4,2,1,421,Potential Customer
CUST00443,Beauty,Male,36-50,Jakarta,3,32,69043347,4,4,3,443,Loyal Customer
CUST00444,Beauty,Male,36-50,Medan,53,22,57580033,1,2,2,122,At Risk Customer
CUST00445,Electronics,Female,26-35,Bandung,53,23,51570648,1,2,1,121,At Risk Customer
CUST00446,Beauty,Female,26-35,Medan,26,32,91181719,2,4,4,244,Potential Customer
CUST00447,Fashion,Female,18-25,Bandung,11,23,52730017,3,2,1,321,Potential Customer
CUST00448,Electronics,Female,18-25,Yogyakarta,30,22,58817364,2,2,2,222,Potential Customer
CUST00449,Electronics,Male,18-25,Surabaya,26,31,93912762,2,4,4,244,Potential Customer
CUST00450,Home,Male,26-35,Yogyakarta,10,34,95178997,3,4,4,344,Loyal Customer
CUST00451,Electronics,Female,18-25,Bandung,1,28,68901174,4,3,3,433,Loyal Customer
CUST00452,Beauty,Female,>50,Bandung,13,22,48855529,3,2,1,321,Potential Customer
CUST00453,Beauty,Male,26-35,Bandung,12,25,65461415,3,2,3,323,Potential Customer
CUST00454,Beauty,Female,26-35,Denpasar,67,26,65132367,1,3,3,133,At Risk Customer
CUST00455,Sport,Male,26-35,Jakarta,19,29,66976285,3,4,3,343,Loyal Customer
CUST00456,Home,Female,18-25,Surabaya,5,21,46081706,4,1,1,411,New Customer
CUST00457,Beauty,Male,26-35,Yogyakarta,129,27,66138667,1,3,3,133,At Risk Customer
CUST00458,Beauty,Female,26-35,Yogyakarta,35,28,59036574,2,3,2,232,Potential Customer
CUST00459,Beauty,Male,26-35,Medan,18,25,54032844,3,2,2,322,Potential Customer
CUST00460,Fashion,Male,26-35,Bandung,4,31,74821491,4,4,4,444,Loyal Customer
CUST00461,Fashion,Male,>50,Bandung,40,30,83719842,2,4,4,244,Potential Customer
CUST00462,Sport,Female,36-50,Bandung,3,28,63144372,4,3,3,433,Loyal Customer
CUST00463,Fashion,Female,26-35,Yogyakarta,20,31,87252728,2,4,4,244,Potential Customer
CUST00464,Sport,Female,26-35,Medan,6,32,82335476,4,4,4,444,Loyal Customer
CUST00465,Fashion,Female,26-35,Jakarta,55,27,64062056,1,3,3,133,At Risk Customer
CUST00466,Electronics,Male,18-25,Denpasar,34,28,58394893,2,3,2,232,Potential Customer
CUST00467,Fashion,Male,26-35,Surabaya,10,24,64952108,3,2,3,323,Potential Customer
CUST00468,Electronics,Female,18-25,Jakarta,28,30,76681609,2,4,4,244,Potential Customer
CUST00469,Sport,Male,26-35,Yogyakarta,76,23,58155644,1,2,2,122,At Risk Customer
CUST00470,Electronics,Female,26-35,Denpasar,6,27,58108485,4,3,2,432,Potential Customer
CUST00471,Fashion,Male,18-25,Denpasar,22,30,76253002,2,4,4,244,Potential Customer
CUST00472,Sport,Female,>50,Denpasar,6,27,71266799,4,3,3,433,Loyal Customer
CUST00473,Beauty,Male,>50,Bandung,21,19,48467131,2,1,1,211,New Customer
CUST00474,Home,Female,36-50,Surabaya,2,25,74962606,4,2,4,424,Potential Customer
CUST00475,Beauty,Female,26-35,Yogyakarta,4,41,114373778,4,4,4,444,Loyal Customer
CUST00476,Fashion,Female,36-50,Yogyakarta,0,26,67336848,4,3,3,433,Loyal Customer
CUST00477,Beauty,Male,18-25,Denpasar,5,20,52761463,4,1,1,411,New Customer
CUST00478,Beauty,Female,36-50,Yogyakarta,30,23,56368365,2,2,2,222,Potential Customer
CUST00479,Electronics,Female,18-25,Surabaya,11,34,78832752,3,4,4,344,Loyal Customer
CUST00480,Fashion,Female,36-50,Surabaya,153,25,79897315,1,2,4,124,At Risk Customer
CUST00481,Electronics,Female,18-25,Medan,5,18,41949638,4,1,1,411,New Customer
CUST00482,Fashion,Female,36-50,Medan,11,31,76797869,3,4,4,344,Loyal Customer
CUST00483,Beauty,Female,>50,Jakarta,115,21,50968427,1,1,1,111,At Risk Customer
CUST00484,Electronics,Female,18-25,Surabaya,16,29,61296103,3,4,2,342,Potential Customer
CUST00485,Electronics,Female,26-35,Surabaya,21,35,96416050,2,4,4,244,Potential Customer
CUST00486,Sport,Female,>50,Surabaya,89,26,79708050,1,3,4,134,At Risk Customer
CUST00487,Electronics,Male,26-35,Medan,193,13,33436648,1,1,1,111,At Risk Customer
CUST00488,Beauty,Male,36-50,Denpasar,141,19,35717001,1,1,1,111,At Risk Customer
CUST00489,Beauty,Female,26-35,Denpasar,3,35,80675692,4,4,4,444,Loyal Customer
CUST00490,Beauty,Female,26-35,Yogyakarta,34,31,90422432,2,4,4,244,Potential Customer
CUST00491,Electronics,Female,18-25,Denpasar,20,32,72181139,2,4,3,243,Potential Customer
CUST00492,Fashion,Female,18-25,Bandung,76,18,52819314,1,1,1,111,At Risk Customer
CUST00493,Fashion,Male,36-50,Medan,6,22,49042076,4,2,1,421,Potential Customer
CUST00494,Beauty,Male,26-35,Surabaya,77,28,67462746,1,3,3,133,At Risk Customer
CUST00495,Electronics,Female,26-35,Denpasar,22,29,74132116,2,4,4,244,Potential Customer
CUST00496,Electronics,Male,26-35,Medan,17,32,80378623,3,4,4,344,Loyal Customer
CUST00497,Electronics,Female,26-35,Denpasar,80,24,71909827,1,2,3,123,At Risk Customer
CUST00498,Fashion,Male,36-50,Jakarta,4,31,72312915,4,4,3,443,Loyal Customer
CUST00499,Beauty,Female,>50,Surabaya,11,29,82809147,3,4,4,344,Loyal Customer
CUST00500,Beauty,Female,26-35,Jakarta,41,15,35575480,2,1,1,211,New Customer
CUST00501,Home,Female,36-50,Surabaya,30,20,50564068,2,1,1,211,New Customer
CUST00502,Beauty,Female,36-50,Medan,0,25,63833469,4,2,3,423,Potential Customer
CUST00503,Home,Male,26-35,Yogyakarta,65,23,47518872,1,2,1,121,At Risk Customer
CUST00504,Beauty,Female,>50,Denpasar,70,21,60026274,1,1,2,112,At Risk Customer
CUST00505,Sport,Female,18-25,Denpasar,12,23,67278352,3,2,3,323,Potential Customer
CUST00506,Sport,Male,18-25,Bandung,38,25,80380442,2,2,4,224,Potential Customer
CUST00507,Fashion,Female,36-50,Jakarta,1,22,51517568,4,2,1,421,Potential Customer
CUST00508,Electronics,Female,26-35,Denpasar,1,28,71396153,4,3,3,433,Loyal Customer
CUST00509,Beauty,Female,36-50,Medan,17,14,25503807,3,1,1,311,New Customer
CUST00510,Fashion,Female,36-50,Yogyakarta,45,23,69508794,1,2,3,123,At Risk Customer
CUST00511,Electronics,Female,18-25,Medan,13,33,85071497,3,4,4,344,Loyal Customer
CUST00512,Electronics,Male,36-50,Jakarta,6,29,59036045,4,4,2,442,Potential Customer
CUST00513,Beauty,Female,26-35,Bandung,60,24,57958063,1,2,2,122,At Risk Customer
CUST00514,Electronics,Female,26-35,Denpasar,45,28,72926059,1,3,4,134,At Risk Customer
CUST00515,Sport,Male,26-35,Medan,55,22,62303682,1,2,2,122,At Risk Customer
CUST00516,Sport,Male,>50,Surabaya,32,27,69340329,2,3,3,233,Potential Customer
CUST00517,Electronics,Male,18-25,Yogyakarta,96,27,47579233,1,3,1,131,At Risk Customer
CUST00518,Electronics,Female,26-35,Medan,99,17,32998684,1,1,1,111,At Risk Customer
CUST00519,Home,Female,26-35,Yogyakarta,5,24,45425681,4,2,1,421,Potential Customer
CUST00520,Fashion,Male,36-50,Denpasar,27,28,75745146,2,3,4,234,Potential Customer
CUST00521,Electronics,Female,26-35,Surabaya,47,23,58222004,1,2,2,122,At Risk Customer
CUST00522,Fashion,Male,18-25,Bandung,6,27,78568489,4,3,4,434,Loyal Customer
CUST00523,Home,Female,18-25,Bandung,17,16,43029616,3,1,1,311,New Customer
CUST00524,Beauty,Female,26-35,Surabaya,30,26,61191428,2,3,2,232,Potential Customer
CUST00525,Fashion,Female,36-50,Yogyakarta,1,21,67463621,4,1,3,413,New Customer
CUST00526,Home,Female,18-25,Denpasar,78,28,69729507,1,3,3,133,At Risk Customer
CUST00527,Beauty,Male,18-25,Medan,135,23,57185782,1,2,2,122,At Risk Customer
CUST00528,Home,Male,>50,Surabaya,33,15,35074912,2,1,1,211,New Customer
CUST00529,Sport,Male,18-25,Jakarta,47,21,50653071,1,1,1,111,At Risk Customer
CUST00530,Beauty,Female,>50,Yogyakarta,4,28,71924048,4,3,3,433,Loyal Customer
CUST00531,Beauty,Female,26-35,Bandung,5,21,53902805,4,1,2,412,New Customer
CUST00532,Sport,Female,36-50,Surabaya,36,21,45134812,2,1,1,211,New Customer
CUST00533,Electronics,Female,18-25,Bandung,206,26,69286016,1,3,3,133,At Risk Customer
CUST00534,Beauty,Female,18-25,Yogyakarta,69,30,76681264,1,4,4,144,At Risk Customer
CUST00535,Electronics,Female,36-50,Bandung,41,26,67859517,2,3,3,233,Potential Customer
CUST00536,Fashion,Female,36-50,Surabaya,42,22,46011499,1,2,1,121,At Risk Customer
CUST00537,Fashion,Female,36-50,Yogyakarta,50,31,86694123,1,4,4,144,At Risk Customer
CUST00538,Electronics,Male,18-25,Jakarta,15,24,57169787,3,2,2,322,Potential Customer
CUST00539,Fashion,Female,36-50,Surabaya,6,31,90836888,4,4,4,444,Loyal Customer
CUST00540,Sport,Male,36-50,Medan,39,23,67548718,2,2,3,223,Potential Customer
CUST00541,Home,Female,26-35,Denpasar,45,25,68477435,1,2,3,123,At Risk Customer
CUST00542,Fashion,Female,36-50,Surabaya,43,22,64383425,1,2,3,123,At Risk Customer
CUST00543,Fashion,Male,36-50,Yogyakarta,5,19,54498834,4,1,2,412,New Customer
CUST00544,Electronics,Female,26-35,Denpasar,12,18,59704022,3,1,2,312,New Customer
CUST00545,Electronics,Female,18-25,Surabaya,10,23,69148234,3,2,3,323,Potential Customer
CUST00546,Fashion,Male,26-35,Jakarta,67,26,64380526,1,3,3,133,At Risk Customer
CUST00547,Beauty,Male,18-25,Jakarta,41,23,51980331,2,2,1,221,Potential Customer
CUST00548,Home,Female,26-35,Medan,2,31,94119122,4,4,4,444,Loyal Customer
CUST00549,Fashion,Female,26-35,Bandung,8,19,46669175,4,1,1,411,New Customer
CUST00550,Beauty,Female,18-25,Denpasar,3,31,84029527,4,4,4,444,Loyal Customer
CUST00551,Sport,Female,26-35,Yogyakarta,22,27,63446681,2,3,3,233,Potential Customer
CUST00552,Beauty,Female,18-25,Yogyakarta,121,20,41689123,1,1,1,111,At Risk Customer
CUST00553,Beauty,Female,36-50,Bandung,2,29,68723364,4,4,3,443,Loyal Customer
CUST00554,Sport,Female,>50,Jakarta,63,18,43638102,1,1,1,111,At Risk Customer
CUST00555,Home,Female,18-25,Jakarta,7,27,59202219,4,3,2,432,Potential Customer
CUST00556,Beauty,Male,>50,Surabaya,20,29,60640021,2,4,2,242,Potential Customer
CUST00557,Home,Male,26-35,Medan,33,20,46349153,2,1,1,211,New Customer
CUST00558,Home,Male,18-25,Denpasar,16,31,72896245,3,4,4,344,Loyal Customer
CUST00559,Fashion,Female,18-25,Medan,3,20,36640574,4,1,1,411,New Customer
CUST00560,Electronics,Female,26-35,Medan,3,28,67634459,4,3,3,433,Loyal Customer
CUST00561,Electronics,Female,36-50,Surabaya,18,32,77926743,3,4,4,344,Loyal Customer
CUST00562,Fashion,Male,36-50,Medan,119,16,38671857,1,1,1,111,At Risk Customer
CUST00563,Fashion,Male,18-25,Bandung,30,18,56595548,2,1,2,212,New Customer
CUST00564,Sport,Male,18-25,Surabaya,34,24,51025961,2,2,1,221,Potential Customer
CUST00565,Fashion,Male,26-35,Bandung,31,28,68838211,2,3,3,233,Potential Customer
CUST00566,Home,Female,18-25,Surabaya,16,24,59067241,3,2,2,322,Potential Customer
CUST00567,Sport,Male,18-25,Medan,17,18,45555261,3,1,1,311,New Customer
CUST00568,Beauty,Male,18-25,Bandung,34,26,75962464,2,3,4,234,Potential Customer
CUST00569,Electronics,Female,36-50,Bandung,52,24,59380146,1,2,2,122,At Risk Customer
CUST00570,Sport,Male,>50,Bandung,21,22,53114818,2,2,1,221,Potential Customer
CUST00571,Fashion,Female,26-35,Surabaya,0,19,44753161,4,1,1,411,New Customer
CUST00572,Beauty,Female,>50,Yogyakarta,6,30,69881549,4,4,3,443,Loyal Customer
CUST00573,Fashion,Male,26-35,Medan,20,34,81414031,2,4,4,244,Potential Customer
CUST00574,Sport,Female,26-35,Bandung,7,34,87672011,4,4,4,444,Loyal Customer
CUST00575,Electronics,Female,18-25,Denpasar,2,26,73598088,4,3,4,434,Loyal Customer
CUST00576,Fashion,Female,26-35,Yogyakarta,10,35,87996086,3,4,4,344,Loyal Customer
CUST00577,Beauty,Male,>50,Denpasar,14,30,68305522,3,4,3,343,Loyal Customer
CUST00578,Beauty,Female,26-35,Medan,47,19,59568013,1,1,2,112,At Risk Customer
CUST00579,Fashion,Female,26-35,Medan,16,29,55559116,3,4,2,342,Potential Customer
CUST00580,Electronics,Male,26-35,Bandung,5,21,61854167,4,1,2,412,New Customer
CUST00581,Electronics,Female,18-25,Bandung,42,29,73771172,1,4,4,144,At Risk Customer
CUST00582,Electronics,Female,36-50,Surabaya,7,29,65157023,4,4,3,443,Loyal Customer
CUST00583,Electronics,Female,26-35,Yogyakarta,22,19,48521435,2,1,1,211,New Customer
CUST00584,Electronics,Male,26-35,Yogyakarta,4,23,53781604,4,2,2,422,Potential Customer
CUST00585,Electronics,Female,26-35,Bandung,4,15,38768279,4,1,1,411,New Customer
CUST00586,Sport,Male,26-35,Medan,4,18,30069137,4,1,1,411,New Customer
CUST00587,Home,Male,18-25,Bandung,124,23,50639756,1,2,1,121,At Risk Customer
CUST00588,Beauty,Male,26-35,Medan,25,30,68266032,2,4,3,243,Potential Customer
CUST00589,Electronics,Male,18-25,Medan,7,25,65024406,4,2,3,423,Potential Customer
CUST00590,Electronics,Male,36-50,Bandung,112,20,38176088,1,1,1,111,At Risk Customer
CUST00591,Home,Male,36-50,Jakarta,49,31,82227814,1,4,4,144,At Risk Customer
CUST00592,Sport,Female,36-50,Yogyakarta,46,29,71997873,1,4,3,143,At Risk Customer
CUST00593,Sport,Male,26-35,Denpasar,47,19,58717247,1,1,2,112,At Risk Customer
CUST00594,Beauty,Male,26-35,Medan,9,25,74839953,3,2,4,324,Potential Customer
CUST00595,Sport,Female,18-25,Medan,1,29,79185626,4,4,4,444,Loyal Customer
CUST00596,Home,Female,36-50,Jakarta,28,27,73942144,2,3,4,234,Potential Customer
CUST00597,Beauty,Female,18-25,Denpasar,55,27,66700469,1,3,3,133,At Risk Customer
